Two Senior ColdFusion Developers Available at the End of the Month,Two-Senior-ColdFusion-Developers-Available-at-the-End-of-the-Month,"<p>If you are looking to hire experienced ColdFusion developers, I know two ColdFusion developers who have been working at NASA. Their contracts are up at the end of this month. They are currently based in the Cape/Orlando area of Florida. </p><p>
</p><p>
If you know of any opportunities in Orlando area, or remote ones, please contact me, and I can put you in touch with these developers.</p><p>
</p><p>
My contact email is <a href=""mailto:davidfekke@gmail.com"">davidfekke@gmail.com</a>. </p>",2011-01-18 03:24:20.000,markdown
JaxFusion meeting tonight on ColdFusion and .NET Interoperability,JaxFusion-meeting-tonight-on-ColdFusion-and-NET-Interoperability,"<p>The <a href=""http://www.jaxfusion.org"" target=""_blank"">JaxFusion user group</a> is meeting tonight on ColdFusion and .NET interoperability.</p><p>
</p><p>
The meeting will be held tonight at 6:30 PM at <a href=""http://maps.google.com/maps?q=7235+Bonneval+Road+Jacksonville,+Florida+32256&ie=UTF-8&oe=utf-8&rls=org.mozilla:en-US:official&client=firefox-a&um=1&sa=X&oi=geocode_result&resnum=1&ct=title"" target=""_blank"">South West Signal</a>. </p>",2011-01-18 03:24:20.000,markdown
"Next JaxFusion meeting on Tuesday, September 16th covering .NET integration",Next-JaxFusion-meeting-on-Tuesday-September-16th-covering-NET-integration,"<p>The next JaxFusion meeting will be on Tuesday, September 16th at 6:30. The presentation for the next meting will be on integrating ColdFusion and .NET hybrid applications. </p>",2011-01-18 03:24:20.000,markdown
Jacksonville SQL Server 2008 Launch this Friday,Jacksonville-SQL-Server-2008-Launch-this-Friday,"<p>This Friday will be Microsoft's SQL Server 2008 coming out event in Jacksonville. The <a href=""http://www.jssug.com/"" target=""_blank"">Jacksonvile SQL Server Users Group</a> is promoting the introduction of SQL Server 2008 this Friday, September 12th at the Modus building in downtown Jacksonville.</p><p>
</p><p>
Here are the details;</p><p>
</p><p>
[code:c#]</p><p>
Join us next week on Friday, September 12, 2008, for a one day deep look at the new features of SQL Server 2008 as we celebrate the launch of the latest version. This free event will be located at the Modis Building, 1 Independent Dr, Jacksonville, FL. We'll have 15 sessions across two tracks on SQL Server 2008 and other supporting technology. Downtown, there is a fee for parking that ranges from $5-10 depending on the parking location you select. Breakfast and lunch will be provided by our event sponsors. This event is being coordinated by members of the Jacksonville SQL Server Users Group ( http://www.jssug.com ), Idea Integration, Modis and Pragmatic Works.</p><p>
</p><p>
There are only about 250 seats total and we already have 200 registered so please get your seat quickly by registering at  http://www.sqlsaturday.com/eventhome.aspx?eventid=10 . Below, you can find some of the sessions that will be at the event. Thanks and we look forward to seeing you there!</p><p>
[/code]></p><p>
<img src=""http://www.fekke.com/blog/images/SQLLaunchSchedule.jpg""> </p>",2011-01-18 03:24:20.000,markdown
Steve Robinson and Brian Merrill now on the Sunshine Drenchy Podcast,Steve-Robinson-and-Brian-Merrill-now-on-the-Sunshine-Drenchy-Podcast,"<p>Steve Robinson and Brian Merrill now have a podcast called the <a href=""http://www.theditchflowers.com/mp3/SunshineDrenchy_podcast1.mp3"" target=""_blank"">Sunshine Drenchy Podcast</a>. If you like pop music, I think you will like this podcast from these St. Pete musicians. </p>",2011-01-18 03:24:20.000,markdown
AT&T U-Verse Launched in Jacksonville,ATT-UVerse-Launched-in-Jacksonville,"<p>I read in <a href=""http://www.dslreports.com/"" target=""_blank"">DSL Reports</a> that AT&T is launching <a href=""http://www.consumerelectronicsnet.com/articles/viewarticle.jsp?id=496987"" target=""_blank"">U-Verse in Jacksonville</a>. </p><p>
</p><p>
The AT&T U-Verse <a href="""" target=""_blank"">website</a> has a form that will allow you to check and see if their service is available in your neighborhood. As usual, this broadband service is not in my neighborhood.</p><p>
</p><p>
U-Verse is AT&T's Fiber to the Curb or Fiber to the Premises service. </p>",2011-01-18 03:24:20.000,markdown
Jacksonville Code Camp Location Moved Due to TS Fay,Jacksonville-Code-Camp-Location-Moved-Due-to-TS-Fay,"<p>The Jacksonville Code Camp location has been moved to the East Pointe Church on Kernan Blvd. just north of Atlantic Blvd. The Venue change is due to Tropical Storm Fay.</p><p>
</p><p>
The address for the East Pointe Church, 270 North Kernan Boulvard, Jacksonville, FL 32225. Please spread the word. </p>",2011-01-18 03:24:20.000,markdown
Last Day To Register for Jax Code Camp,Last-Day-To-Register-for-Jax-Code-Camp,"<p>Today is the last day to register for <a href=""http://www.jaxcodecamp.com"" target=""_blank"">Jax Code Camp</a>. The code camp is free, and will be this Saturday. Be there or be square. </p>",2011-01-18 03:24:21.000,markdown
Code Camp Schedule is Out,Code-Camp-Schedule-is-Out,"<p>The Jacksonville Code Camp final <a href=</p><p>
""http://www.jaxcodecamp.com/Schedule.aspx"" target=""_blank"">schedule</a> has been posted. I am giving all of my presentations in the morning in room 203. </p>",2011-01-18 03:24:21.000,markdown
Flex/Air and Linq Presentations at Jaxcodecamp,FlexAir-and-Linq-Presentations-at-Jaxcodecamp,"<p>I will be giving three presentations at the <a href=""http://www.jaxcodecamp.com/"" target=""_blank"">Jacksonville Code Camp</a> this Saturday. Two of the presentations will be on Flex, and the other will be on Linq.</p><p>
</p><p>
This years code camp will have multiple tracks covering development methodologies, .NET 3.5, Flex/Air, Java, Ruby, SQL Server. The event is free, and all you half to do sign up to attend. Tuesday is the last day to register. Here is a list of the presentations I will be giving at the code camp;</p><p>
</p><p>
<strong>Intro to Flex/Air</strong></p><p>
This presentation is a introduction to the Flex and Air technologies from Adobe.</p><p>
</p><p>
<strong>Integrating Flex/Air with ColdFusion</strong></p><p>
This is the same presentation I gave at the last JaxFusion meeting. It covers how to use server technologies with Flex/Air applications.</p><p>
</p><p>
<strong>Linq for SQL</strong></p><p>
This is the same presentation I gave at SQL Saturday earlier this year. It covers the basics on querying at database using Linq. </p>",2011-01-18 03:24:21.000,markdown
Visual Studio 2008 Service Pack Preparation Tool does not work,Visual-Studio-2008-Service-Pack-Preparation-Tool-does-not-work,"<p>I tried to install the Visual Studio 2008 SP1 update, and the install failed. I did some searching, but I was not able to find anyone else who is having this problem.</p><p>
</p><p>
I have been running the SP1 beta for Visual Studio 2008. When I went to run the actual SP1 installer yesterday, I got prompted to run the <a href=""http://www.microsoft.com/downloads/details.aspx?FamilyId=A494B0E0-EB07-4FF1-A21C-A4663E456D9D&displaylang=en"" target=""_blank"">Visual Studio 2008 Service Pack Preparation Tool</a>.</p><p>
</p><p>
I tried running the tool, and was prompted to locate ""x64/Setup/vs_shell.msi"" file on the Visual Studio installer disks. No such file exists on my original installer. The Visual Studio uninstaller does completely remove the IDE, so I am dead in the water until Microsoft Fixes this issue.</p><p>
</p><p>
Update:</p><p>
I uninstalled the Visual Studio 2008 shell, and I was able to run the visual studio patch tool. </p>",2011-01-18 03:24:21.000,markdown
Giant SQL Injection Spider Attack,Giant-SQL-Injection-Spider-Attack,"<p>There is a giant Spider bot net based SQL Injection attack going on right now. This has personally affected some friends of mine, and I have been reading about it on the CF-Talk list. </p><p>
</p><p>
Unfortunately, there does not seem much that can be done about it other than to try to ride the storm out. I have not seen anything in the Tech press about this yet, but they seem to be a day late and dollar short anyways. </p>",2011-01-18 03:24:21.000,markdown
Mercury New Media is hiring another ColdFusion developer,Mercury-New-Media-is-hiring-another-ColdFusion-developer,"<p>Mercury New Media is hiring another ColdFusion developer in the Tampa Bay Area. Mercury New Media also hosts this website. Check out the Ad below.</p><p>
</p><p>
[code:c#]</p><p>
Mercury New Media is a Tampa-based web development shop and we are currently hiring for a ColdFusion Developer position. A mid- to high-level ColdFusion developer would fit well with the team and experience with Fusebox is a must. In addition to working with the ColdFusion 8 platform and Flex applications we are also actively integrating ColdFusion with .NET applications. This would be an excellent position for any ColdFusion developer looking to also expand into .NET</p><p>
development.</p><p>
</p><p>
If you are interested or know anyone that would fit this position, please email Donald Bickel at dbickel@mercurynewmedia.com.</p><p>
[/code]> </p>",2011-01-18 03:24:21.000,markdown
Triumph the Insult Comic Dog goes to Comic-Con,Triumph-the-Insult-Comic-Dog-goes-to-ComicCon,"<p>I am a big fan of Triumph the Insult Comic Dog. He recently went to Comic-Con. Here is the video;</p><p>
</p><p>
<object type=""application/x-shockwave-flash"" data=""http://widgets.nbc.com/o/4727a250e66f9723/48977ecf29502714/4897020e2e4b0177/381eb1bf"" id=""W4727a250e66f972348977ecf29502714"" height=""283"" width=""384""><param value=""http://widgets.nbc.com/o/4727a250e66f9723/48977ecf29502714/4897020e2e4b0177/381eb1bf"" name=""movie""/><param value=""transparent"" name=""wmode""/><param value=""all"" name=""allowNetworking""/><param value=""always"" name=""allowScriptAccess""/></object> </p>",2011-01-18 03:24:21.000,markdown
MyGig software update 3.0,MyGig-software-update-30,"<p><img src=""http://www.fekke.com/blog/images//Charger011web.jpg""><br /> I recently received a software update for my MyGig audio navigation system in my Dodge. I am still getting used to the idea of giving my car software updates.</p><p>
</p><p>
This was for version 3.0 of the MyGig system software. The update took about 10 minutes to install. Harmon Becker cleaned up the interface with prettier icons. There is an icon on the bottom right hand corner of the map for tracking your path.</p><p>
</p><p>
My MyGig system has a 20 gigabyte hard drive. After the update it reset all of my phone numbers, and my paired phones. Chrysler does warn that stored numbers will be lost. I re-paired my iPhone 3G with the MyGig's bluetooth. Other than the issues with the phone, the upgrade was flawless. </p>",2011-01-18 03:24:21.000,markdown
Jacksonville Code Camp sessions updated,Jacksonville-Code-Camp-sessions-updated,"<p>The Jacksonville Code Camp <a href=""http://jaxcodecamp.com"" target=""_blank"">website</a> has updated the <a href=""http://jaxcodecamp.com/Sessions.aspx"" target=""_blank"">Sessions</a> that will be available. If you have not registered to attend, go ahead and do so before the event fills up.</p><p>
</p><p>
Also, if you would like to see more Flex/Air/ColdFusion presentations, let the organizers know. The Code Camp will be held August 23rd, and it is free to anyone. </p>",2011-01-18 03:24:21.000,markdown
JaxFusion meeting tonight on Flex/Air ColdFusion integration,JaxFusion-meeting-tonight-on-FlexAir-ColdFusion-integration,"<p>Tonight is the night of the JaxFusion meeting. The presentation for tonight's meeting will be on how to integration of Flex/Air applications with ColdFusion. </p><p>
</p><p>
Thanks to the folks at Southwest Signal for hosting the meetings. Here is a <a href=""http://maps.google.com/maps?q=7235+Bonneval+Road+Jacksonville,+Florida+32256&ie=UTF-8&oe=utf-8&rls=org.mozilla:en-US:official&client=firefox-a&um=1&sa=X&oi=geocode_result&resnum=1&ct=title"" target=""_blank"">map</a> to their office. See you tonight. </p>",2011-01-18 03:24:21.000,markdown
Oracle 10g error: OCIEnvCreate failed with return code -1,Oracle-10g-error-OCIEnvCreate-failed-with-return-code-1,"<p>I have run into this error recently ""OCIEnvCreate failed with return code -1 "" trying to make a database connection to Oracle from a .NET 2.0 application. It took me a couple of days to resolve the error, but it stems from having to have ODP.NET and another Oracle client installed on the same machine as my application. Running into this error really made me appreciate JDBC for making connections to Oracle, which has always been relatively simple.</p><p>
</p><p>
The mistake I made was just trying to install just ODP.NET for Oracle 10.2.0.21 on the client machine. The OCIEnvCreate failed message went away after I installed the Oracle production client 10.2.0.3 on my client machine. The end result is that you have to have two different sets of client software installed in order to be able to make a connection to Oracle 10g.</p>",2011-01-18 03:24:22.000,markdown
Next JaxFusion Meeting Rescheduled for Next Tuesday the 22nd.,Next-JaxFusion-Meeting-Rescheduled-for-Next-Tuesday-the-22nd,"<p>Sorry about the last minute confusion, but the next JaxFusion meeting will be held next Tuesday on the 22nd. I apologize for the last minute change.</p><p>
</p><p>
The meeting will cover some of the different ways you can integrate Flex/Air applications with ColdFusion 8. </p>",2011-01-18 03:24:22.000,markdown
No iPhone 3G for you,No-iPhone-3G-for-you,"<p>So I went to buy a new iPhone 3G on friday. After standing in line for two hours I was not able to buy an iPhone 3G. After getting to the front of the line I was told there was an error in my AT&T account that would prevent me from upgrading. Apparently some AT&T accounts were preventing users from upgrading to the new phone because of family account or business reference. In my case it was a business reference. Apple would not let me walk out of the store with one of the new phones. So I called AT&T on Saturday and tried to speak to a customer service representative who could help. After being transferred and hung up on about six times, I was able to speak to someone who handles business accounts, even though I do not have a business account. I was told I needed to speak to someone in premier support, the business account department was able help me figure out what was wrong.</p><p>
</p><p>
It turns out that AT&T had thousands of customers who had errors in their database accounts that prevented them from upgrading. In the Apple stores, the account would show up with an ""IRU not supported"" error. If you got this error, you could not buy an iPhone.</p><p>
</p><p>
So after I went back to the Apple store after the error had been fixed on AT&Ts side, I still got the ""IRU not supported"" error when I tried to buy the iPhone. I spoke to an AT&T representative again, and was told that it takes 24 hours for the records to get sent down to Apple's system.</p><p>
</p><p>
So I went back to Apple store on Sunday, and all iPhones are sold out now. No Apple or AT&T store in Jacksonville has iPhones in stock anymore.</p><p>
</p><p>
So now I am on waiting list for an iPhone 3G. All of this because Apple and AT&T require in store activations. If they did not have this requirement, I could have walked out of the store with an iPhone 3G on Friday.</p>",2011-01-18 03:24:22.000,markdown
Flex/Air Integration with ColdFusion next JaxFusion meeting on Wednesday,FlexAir-Integration-with-ColdFusion-next-JaxFusion-meeting-on-Wednesday,"<p>It has been awhile since the last JaxFusion meeting. We are <a href=""http://www.jaxfusion.org/meeting.cfm"" target=""_blank"">meeting</a> at Southwest Signal next Wednesday. I will be giving a presentation on integrating ColdFusion with Flex and Air applications.</p><p>
</p><p>
There have been a lot of changes in the ColdFusion community in the last couple of months and I am looking forward to meeting up with the developers in the group. </p>",2011-01-18 03:24:22.000,markdown
Jacksonville Code Camp Needs Sponsors,Jacksonville-Code-Camp-Needs-Sponsors,"<p>The <a href=""http://www.jaxcodecamp.com"" target=""_blank"">Jacksonville Code Camp</a> needs <a href=""http://www.jaxcodecamp.com/Sponsors.aspx"" target=""_blank"">sponsors</a>. The Code Camp is a free event for developers now in its forth year.</p><p>
</p><p>
Sponsorships can be as low as $25.00. The code camp needs to raise $10,000 for the entire event. </p><p>
</p><p>
This years camp should be very good, because there will be tracks for .NET, Java, Ruby, Flex and ColdFusion. </p>",2011-01-18 03:24:22.000,markdown
Linq presentation tomorrow at the JAXDUG .NET meeting,Linq-presentation-tomorrow-at-the-JAXDUG-NET-meeting,<p>I will be giving my Linq presentation tomorrow at the <a href=""http://www.jaxdug.com"" target=""_blank"">JAXDUG</a> meeting. This presentation covers the basics of Linq for SQL. The meetings are held at <a href=""http://www.jaxdug.com/Events/MeetingLocations/tabid/63/Default.aspx"" target=""_blank"">building 500</a> at the Bank of America campus in Jacksonville. The meeting starts at 6:00 PM. </p>,2011-01-18 03:24:22.000,markdown
Next JaxFusion meeting on Flex/Air ColdFusion integration,Next-JaxFusion-meeting-on-FlexAir-ColdFusion-integration,"<p>The fine folks at <a href=""http://www.swsignal.com/"" target=""_blank"">SouthWest Signal</a> will be hosting the next <a href=""http://www.jaxfusion.org"" target=""_blank"">JaxFusion</a> meeting. July's meeting will be covering how to integrate ColdFusion with <a href=""http://www.jaxfusion.org/meeting.cfm"" target=""_blank"">Flex/Air applications</a>.</p><p>
</p><p>
We will be giving away a lot of goodies from Adobe. We hope to make this a regular occurrence again. We are also going to have a presence this year at the <a href=""http://www.jaxcodecamp.com"" target=""_blank"">Jacksonville Code Camp</a>. </p>",2011-01-18 03:24:22.000,markdown
George Carlin ""The Earth wants our Plastic"",George-Carlin-The-Earth-wants-our-Plastic,"<p><img src=""http://www.fekke.com/blog/images/Georgecarlinmugshot.jpg""></p><p>
</p><p>
My favorite three comedians are George Carlin, <a href=""http://www.dennismillerradio.com"" target=""_blank"">Dennis Miller</a> and <a href=""http://www.stevenwright.com"" target=""_blank"">Stephen Wright</a>. I was saddened to learn this morning that Comedian George Carlin <a href=""http://www.breitbart.com/article.php?id=D91FO6180&show_article=1&catnum=0"" target=""_blank"">passed away</a>.</p><p>
</p><p>
I saw Carlin the first time I was out in Vegas. At the end of his routine he did his famous bit on ""the"" Seven dirty words you can't say on radio or TV. He said when he originally did the bit, it was not ""the"" seven words, it was ""here are seven words you can't say"". </p><p>
</p><p>
A radio station played the bit late at night in 1978, and they were fined by the FCC. They took their case all the the way to the Supreme Court until the court said that you cannot actually say those seven words.</p><p>
</p><p>
Carlin said that he was proud because his name was mentioned in the annals of the Supreme Court for all eternity. </p>",2011-01-18 03:24:22.000,markdown
Enterprise Library Oracle and SQL Server Parameter Tokens,Enterprise-Library-Oracle-and-SQL-Server-Parameter-Tokens,"<p>I have been using the DAAB part of the Enterprise Library at my current job. One of the advantages of using this library is that you can write ANSI standard SQL, and it should work with any Relational Database.</p><p>
</p><p>
The problem with this is that if you want to use parametrized queries, T-SQL and PL-SQL use different prefixes in front of the parameters. SQL Server uses '@' symbols in front of the parameter names, and Oracle uses ':' in front of their parameters. So how can you write Ad hoc queries that will run on both SQL Server and Oracle. I have written a class that will set the parameter tokens automatically based on your database context.</p><p>
</p><p>
[code:c#]</p><p>
using System;</p><p>
using System.Collections.Generic;</p><p>
using System.Linq;</p><p>
using System.Text;</p><p>
using Microsoft.Practices.EnterpriseLibrary.Data; </p><p>
</p><p>
namespace MyDataAccessNamespace</p><p>
{</p><p>
    public class DAABDbTokenSetter</p><p>
    {</p><p>
        public static string CreateParam(Database db, string parameterName)</p><p>
        {</p><p>
            string TokenPrefix = """";</p><p>
            string DatabaseType = db.DbProviderFactory.ToString();</p><p>
            if (DatabaseType == ""System.Data.SqlClient.SqlClientFactory"")</p><p>
            {</p><p>
                TokenPrefix = ""@"";</p><p>
            }</p><p>
            else if (DatabaseType == ""System.Data.OracleClient.OracleClientFactory"")</p><p>
            {</p><p>
                TokenPrefix = "":"";</p><p>
            }</p><p>
            else</p><p>
            {</p><p>
                TokenPrefix = """";</p><p>
            }</p><p>
            return TokenPrefix + parameterName;</p><p>
        }</p><p>
    }</p><p>
}</p><p>
</p><p>
[/code]></p><p>
</p><p>
This class can be used in your ad hoc queries in the following way to set the tokens;</p><p>
</p><p>
[code:c#]</p><p>
string myquery = ""select firstname, lastname "" +</p><p>
   ""from customertable "" + </p><p>
   ""where customerid = "" + DAABDbTokenSetter.CreateParam(db,""customerid"")</p><p>
[/code]></p>",2011-01-18 03:24:22.000,markdown
CFConversions Podcast with Brian Meloche,CFConversions-Podcast-with-Brian-Meloche,"<p>I was saddened when I heard that the CFWeekly podcast was being retired. I thought Matt and Pete did an excellent job with that podcast. One of my favorite podcasts was when they had a round table of different CF developers. One of those developers was Brian Meloche.</p><p>
</p><p>
Brian is now hosting a new podcast called <a href=""http://www.cfconversations.com/"" target=""_blank"">CF Conversations</a>. The first podcast has a round table with Rick Mason, Adam Haskell, Jeff Coughlin and Aaron West. I listened it this morning, and I really like the format. Keep up the good work Brian. </p>",2011-01-18 03:24:22.000,markdown
Jacksonville COCOA Special Interest Group,Jacksonville-COCOA-Special-Interest-Group,"<p>I am involved with the <a href=""http://www.jaxdug.com"" target=""_blank"">Jacksonville Developers User Group</a>, and I am helping plan the upcoming <a href=""http://www.jaxcodecamp.com"" target=""_blank"">jaxcodecamp</a>. I have herd from some of the members planning the Code Camp that there is some interest in a COCOA Special Interest Group. COCOA makes up the set of APIs that are used to program the Mac OS X and the iPhone.</p><p>
</p><p>
Let me know if you are interested in the a COCOA SIG if you live in the Jacksonville area. </p>",2011-01-18 03:24:23.000,markdown
WCF versus traditional ASMX web services,WCF-versus-traditional-ASMX-web-services,"<p>I just purchased a book on the Windows Communication Foundation. I had a discussion with a Co-worker about why someone would write a SOAP based web service in WCF over traditional ASMX. One of the advantages of WCF is that you take a service written in WCF, and also use it as a MSMQ messaging service or a windows service. I think there is a perception that if you write your services in WCF, they will not be compatible with Java, ColdFusion and other technologies. WCF is completely backwards compatible with the SOAP specification.</p><p>
</p><p>
Microsoft suggests that if you are writing new web services in .NET, you should write them using in WCF.</p>",2011-01-18 03:24:23.000,markdown
Personal update,Personal-update,"<p>I have not been blogging much over the last month. I have had a few funerals and weddings that I have been attending. I have recently switched jobs. I was working for Idea Integration as a Microsoft Consultant, mainly around SharePoint and SQL Server consulting, but I left them at the end of last month. By the way, if you are looking for SQL Server or SharePoint consulting, go with <a href=""http://www.idea.com"" target=""_blank"">Idea Integration</a>.</p><p>
</p><p>
I am now working as a .NET developer for <a href=""http://www.hcrss.com"" target=""_blank"">HCR Software</a> in Jacksonville. We build web based software for Human Resources.</p><p>
</p><p>
I hope to blog more about .NET, but I am still active in the ColdFusion and Flex space. I plan on having meetings next month for JaxFusion user group on Flex and ColdFusion. </p>",2011-01-18 03:24:23.000,markdown
Getting just the XML retruned from a Web Service,Getting-just-the-XML-retruned-from-a-Web-Service,"<p>I got a question yesterday about how to just get the XML being returned from a web service call. SOAP Based web services use a XML standard syntax when the client communicates with a service. ColdFusion does a pretty good job of translating the return value into either a simple object, or a Java like serialized object.</p><p>
</p><p>
I believe CF7 included some new functions for returning the XML used in the request and the response. Here is an example below;</p><p>
</p><p>
[code:c#]</p><p>
<cfscript></p><p>
    ws = CreateObject(""webservice"",</p><p>
""http://localhost/soapheaders/headerservice.cfc?WSDL"");</p><p>
    ws.echo_me(""hello world"");</p><p>
    resp = getSOAPResponse(ws);</p><p>
</cfscript></p><p>
<cfdump var=""#resp#""></p><p>
[/code]> </p>",2011-01-18 03:24:23.000,markdown
SQL Saturday is tomorrow,SQL-Saturday-is-tomorrow,<p>I will be giving two presentations tomorrow at <a href=""http://www.sqlsaturday.com/eventhome.aspx?eventid=3"" target=""_blank"">SQL Saturday</a> in Jacksonville. There will be a lot of info on SQL Server 2008 at the conference. The conference is being held at the University of North Florida campus. </p>,2011-01-18 03:24:23.000,markdown
CFDump on .NET,CFDump-on-NET,"<p><p>I have been developing almost exclusively in C# .net for about a year now. In that time, I have wished for some of the language functionality in ColdFusion to find its way into C#.  I have been using Visual Studio 2008 since it came out, and I found a project that is used to test Linq called ObjectDumper. It compiles a class called ObjectDumper that can be used for dumping the value of just about any object into a command line.  Here is some sample syntax;  [code:c#][/code]></p></p><p>
<p>[code:c#]</p></p><p>
<p>[code:c#]using System; using System.Collections.Generic;<br />using System.Linq; <br />using System.Text; [/code]></p></p><p>
<p>&nbsp;</p></p><p>
<p>[code:c#]namespace DumperTest { [/code]></p></p><p>
<p>[code:c#]class Program     {         static void Main(string[] args)         {             var myObject = new[]              {                new { Name = ""Chris Smith"", PhoneNumbers = new[] { ""206-555-0101"", ""425-882-8080"" } },                new { Name = ""Bob Harris"", PhoneNumbers = new[] { ""650-555-0199"" } }             };               var myPets = new[]                {                  new { name = ""Spike"", number=9 },                  new { name = ""Snoopy"", number=7 }                };               ObjectDumper.Write(myObject);               ObjectDumper.Write(myPets);         }     } } [/code]></p></p><p>
<p>[/code]</p></p>",2011-01-18 03:24:23.000,markdown
Jax SQL User Group tomorrow on SQL Server 2008 T-SQL Enhancements,Jax-SQL-User-Group-tomorrow-on-SQL-Server-2008-TSQL-Enhancements,"<p>From the Jacksonville SQL Server Users Group;</p><p>
</p><p>
April JSSUG Meeting Wednesday 16th at 6pm (From <a href=""http://jssug.com"" target=""_blank"">jssug.com</a>)</p><p>
</p><p>
JSSUG will be meeting Wednesday at 6PM at the BOA campus.</p><p>
</p><p>
Where: ""Driftwood"" room (2nd floor) in Building 500, Bank of America, 9000 Southside Blvd: Map and Directions</p><p>
</p><p>
Topic: SQL Server 2008 T-SQL Enhancements</p><p>
</p><p>
This intermediate session by Plamen Ratchev, will focus on some of the T-SQL enhancements in SQL Server 2008 like the new MERGE functionality. These enhancements can cut your coding significantly and can run much faster than SQL Server 2005. Those that came to Plamen's last session requested to see him again. </p>",2011-01-18 03:24:23.000,markdown
SQL Saturday Jacksonville Schedule Posted,SQL-Saturday-Jacksonville-Schedule-Posted,"<p>The final schedule for the SQL Saturday <a href=""http://www.sqlsaturday.com/schedule.aspx"" target=""_blank"">Schedule</a> has been posted on the SQL Saturday site.</p><p>
</p><p>
I will be giving two presentations at the conference on the Business Data Catalog and Linq for SQL. These mini conferences are very good and they are free. </p>",2011-01-18 03:24:23.000,markdown
Vista SP1 Update and Parallels breaks Genuine Advantage,Vista-SP1-Update-and-Parallels-breaks-Genuine-Advantage,"<p>Like many other web developers on the Mac, I use Parallels desktop 3.0 on the Mac. I go back and forth between Boot Camp and Parallels depending on what I am testing.</p><p>
</p><p>
I ran the most recent Windows update on my version of Vista while I was in Boot Camp. Now when I try to start Vista in Boot Camp, I get a Genuine Advantage error, and Vista will not continue to start. I have to restart in Boot Camp, and re-enter the serial number. I am running Vista Enterprise which allows virtualization. </p>",2011-01-18 03:24:23.000,markdown
ColdFusion 8 Updater 1 Released with More 64 bit Versions,ColdFusion-8-Updater-1-Released-with-More-64-bit-Versions,"<p>Adobe has released the <a href=""http://kb.adobe.com/selfservice/viewContent.do?externalId=kb403277&sliceId=1"" target=""_blank"">ColdFusion 8 updater 1</a>. This contains some hot-fixes, but the real news is that Adobe has released 64 bit version for Windows, Linux and Mac OS 10.5.</p><p>
</p><p>
Previously the only 64 bit version of ColdFusion ran on Solaris only. If you have been running any server software on 64 bit hardware, you have probably seen improvements in permormance and memory usage.</p><p>
</p><p>
For Mac OS X users, the installer will now work with 10.5. All of my Macs are now using 64 bit hardware with Mac OS X 10.5. 10.5 also comes pre-installed with Apache 2.2 </p>",2011-01-18 03:24:24.000,markdown
Old and Busted: 32 bit hardware; New Hotness 64 bit hardware,Old-and-Busted-32-bit-hardware-New-Hotness-64-bit-hardware,"<p>I am taking a class on Microsoft SharePoint architecture this week. I learned today in the class that the next version of SharePoint will be 64 bit only. If you are going to be buying new server hardware, get 64 bit hardware.</p><p>
</p><p>
Not only does SharePoint run better on 64 bit hardware, so does MS SQL Server and ColdFusion. You can also take advantage of much more RAM. I believe that 32 bit hardware is limited to a maximum of 2-4 GBs. 64 bit hardware can go up to 256 Terabytes in theory. </p>",2011-01-18 03:24:24.000,markdown
Kforce in Tampa is Looking for Senior ColdFusion Architect,Kforce-in-Tampa-is-Looking-for-Senior-ColdFusion-Architect,"<p>Kforce in Tampa is looking for a senior ColdFusion architect. If you are interested, please contact Nicole Stephenson – nstephenson@kforce.com. The job description can be found below. <strong>Application Architect Job Summary:</strong></p><p>
</p><p>
The software architect leads the definition and implementation of the product software architectures. Product software consisting of user interface software and real time embedded software. In order to further improve the software engineering process a shift to the Unified Process is being made. In this environment we are looking for a software architect whose main tasks are to:</p><p>
</p><p>
    * Participate in the complete software development cycle from requirements analysis to deployment of the product</p><p>
    * Responsible for the software architecture of complex systems and/or services provided to the customer</p><p>
    * Responsible for further development of the software architecture process</p><p>
    * Enforce the compliancy with architectural processes for projects </p><p>
    * Coach teams of software design engineers for planning, tracking and completion of the work within the agreed plan, using agreed methods and processes</p><p>
    * Advise on and lead the implementation of new methods, tools or processes</p><p>
</p><p>
--------------------------------------------------------------------------------</p><p>
</p><p>
<strong>Must Have:</strong></p><p>
</p><p>
    * Understand software development approaches e.g., object-oriented (OO), component-based</p><p>
    * Experience with modern, iterative software design processes like the Unified Process</p><p>
    * Excellent understanding of fundamental technologies;</p><p>
          o operating system/networking</p><p>
          o middleware</p><p>
          o security</p><p>
          o databases</p><p>
          o graphical user interface (GUI) toolkits</p><p>
    * Demonstrated expertise in system modeling and tying architectural solutions to business requirements</p><p>
    * 10 years of IT experience with 3 to 5 years experience in an architectural role</p><p>
    * Advanced knowledge of Cold fusion, SQL, Java, UML, XML, Search Techniques</p><p>
</p><p>
<strong>Nice to Have:</strong></p><p>
</p><p>
    * Has demonstrated leadership skills</p><p>
    * Good oral and written communication skills</p><p>
    * Demonstrates strong time management skills</p><p>
    * Stay current on newest technology and industry trends</p><p>
    * Is capable to transfer knowledge to various audiences</p><p>
</p><p>
 </p><p>
</p><p>
Education</p><p>
</p><p>
    * Bachelors in Computing Science</p>",2011-01-18 03:24:24.000,markdown
